paper_id,coalesced_cites
DP12944,20
DP12945,2
DP12946,0
DP12947,12
DP12948,3
DP12949,1
DP1295,392
DP12950,71
DP12951,4
DP12952,20
DP12953,37
DP12954,16
DP12955,9
DP12956,1
DP12957,2
DP12958,6
DP12959,9
DP1296,2
DP12960,14
DP12961,38
DP12962,9
DP12963,4
DP12964,0
DP12965,5
DP12966,0
DP12967,18
DP12968,49
DP12969,26
DP1297,3
DP12970,14
DP12971,NA
DP12972,5
DP12973,39
DP12974,13
DP12975,11
DP12976,2
DP12977,50
DP12978,2
DP12979,9
DP12980,1
DP12981,13
DP12982,6
DP12983,83
DP12984,3
DP12985,4
DP12986,5
DP12987,24
DP12988,28
DP12989,17
DP1299,14
DP12990,0
DP12991,1
DP12992,2
DP12993,3
DP12994,2
DP12995,6
DP12996,8
DP12997,1
DP12998,2
DP12999,11
DP1300,4
DP13000,21
DP13001,19
DP13002,12
DP13003,20
DP13004,21
DP13005,73
DP13006,11
DP13007,1
DP13008,6
DP13009,116
DP1301,1
DP13010,39
DP13011,7
DP13012,7
DP13013,10
DP13014,5
DP13015,33
DP13016,1
DP13017,7
DP13018,4
DP13019,1
DP1302,22
DP13020,24
DP13021,13
DP13022,3
DP13023,NA
DP13024,33
DP13025,25
DP13026,12
DP13027,1
DP13028,1
DP13029,NA
DP1303,11
DP13030,14
DP13031,6
DP13032,18
DP13033,3
DP13034,15
DP13035,215
DP13036,11
DP13037,165
DP13038,2
DP13039,46
DP1304,3
DP13040,1
DP13041,46
DP13042,32
DP13043,28
DP13044,61
DP13045,19
DP13046,1
DP13047,NA
DP13048,1
DP13049,5
DP1305,34
DP13050,190
DP13051,3
DP13052,1
DP13053,2
DP13054,2
DP13055,1
DP13056,88
DP13057,0
DP13058,1
DP13059,13
DP1306,12
DP13060,9
DP13061,6
DP13062,18
DP13063,8
DP13064,1
DP13065,22
DP13066,2
DP13067,2
DP13068,9
DP13069,NA
DP1307,2
DP13070,1
DP13071,16
DP13072,3
DP13073,1
DP13074,1
DP13075,1
DP13076,10
DP13077,20
DP13078,4
DP13079,18
DP1308,37
DP13080,NA
DP13081,4
DP13082,4
DP13083,5
DP13084,NA
DP13085,32
DP13086,5
DP13087,0
DP13088,38
DP13089,11
DP1309,6
DP13090,44
DP13091,3
DP13092,12
DP13093,7
DP13094,15
DP13095,27
DP13096,4
DP13097,2
DP13098,1
DP13099,52
DP1310,24
DP13100,35
DP13101,6
DP13102,10
DP13103,24
DP13104,13
DP13105,1
DP13106,3
DP13107,42
DP13108,1
DP13109,7
DP1311,12
DP13110,9
DP13111,0
DP13112,6
DP13113,20
DP13114,0
DP13115,34
DP13116,4
DP13117,NA
DP13118,34
DP13119,3
DP1312,3
DP13120,2
DP13121,4
DP13122,3
DP13123,1
DP13124,15
DP13125,2
DP13126,7
DP13127,0
DP13128,16
DP13129,5
DP1313,5
DP13130,2
DP13131,0
DP13132,27
DP13133,5
DP13134,1
DP13135,21
DP13136,36
DP13137,1
DP13138,9
DP13139,NA
DP1314,2
DP13140,0
DP13141,3
DP13142,2
DP13143,3
DP13144,NA
DP13145,5
DP13146,0
DP13147,41
DP13148,6
DP13149,1
DP13150,1
DP13151,1
DP13152,3
DP13153,16
DP13154,1
DP13155,NA
DP13156,14
DP13157,5
DP13158,6
DP13159,NA
DP1316,1
DP13160,4
DP13161,2
DP13162,18
DP13163,NA
DP13164,1
DP13165,11
DP13166,2
DP13167,47
DP13168,4
DP13169,1
DP1317,6
DP13170,36
DP13171,0
DP13172,NA
DP13173,NA
DP13174,77
DP13175,4
DP13176,5
DP13177,10
DP13178,NA
DP13179,19
DP1318,14
DP13180,17
DP13181,1
DP13182,11
DP13183,NA
DP13184,1
DP13185,7
DP13186,0
DP13187,3
DP13188,5
DP13189,20
DP13190,5
DP13191,42
DP13192,1
DP13193,0
DP13194,15
DP13195,13
DP13196,4
DP13197,8
DP13198,1
DP13199,25
DP132,1
DP1320,30
DP13200,19
DP13201,15
DP13202,9
DP13203,1
DP13204,0
DP13205,10
DP13206,10
DP13207,1
DP13208,4
DP13209,40
DP1321,16
DP13210,6
DP13211,0
DP13212,9
DP13213,6
DP13214,5
DP13215,2
DP13216,46
DP13217,13
DP13218,3
DP13219,18
DP13220,96
DP13221,0
DP13222,6
DP13223,27
DP13224,9
DP13225,1
DP13226,10
DP13227,NA
DP13228,3
DP13229,7
DP1323,10
DP13230,3
DP13231,4
DP13232,6
DP13233,9
DP13234,13
DP13235,1
DP13236,NA
DP13237,1
DP13238,8
DP13239,10
DP1324,11
DP13240,1
DP13241,7
DP13242,2
DP13243,43
DP13244,NA
DP13245,2
DP13246,12
DP13247,8
DP13248,9
DP13249,21
DP1325,NA
DP13250,4
DP13251,6
DP13252,1
DP13253,4
DP13254,10
DP13255,5
DP13256,0
DP13257,2
DP13258,NA
DP13259,0
DP1326,8
DP13260,NA
DP13261,1
DP13262,NA
DP13263,1
DP13264,8
DP13265,8
DP13266,1
DP13267,4
DP13268,2
DP13269,1
DP1327,21
DP13270,1
DP13271,10
DP13272,0
DP13273,21
DP13274,8
DP13275,21
DP13276,24
DP13277,NA
DP13278,0
DP13279,NA
DP1328,2
DP13280,1
DP13281,1
DP13282,11
DP13283,39
DP13284,107
DP13285,2
DP13286,13
DP13287,5
DP13288,7
DP13289,9
DP1329,20
DP13290,13
DP13291,22
DP13292,28
DP13293,20
DP13294,3
DP13295,10
DP13296,9
DP13297,2
DP13298,6
DP13299,3
DP133,2
DP1330,17
DP13300,0
DP13301,1
DP13302,5
DP13303,9
DP13304,7
DP13305,0
DP13306,13
DP13307,2
DP13308,1
DP13309,6
DP1331,43
DP13310,86
DP13311,3
DP13312,3
DP13313,16
DP13314,6
DP13315,5
DP13316,5
DP13317,20
DP13318,5
DP13319,7
DP1332,50
DP13320,6
DP13321,7
DP13322,1
DP13323,28
DP13324,5
DP13325,14
DP13326,19
DP13327,7
DP13328,57
DP13329,10
DP13330,19
DP13331,4
DP13332,NA
DP13333,39
DP13334,19
DP13335,20
DP13336,39
DP13337,37
DP13338,3
DP13339,3
DP1334,2
DP13340,7
DP13341,4
DP13342,0
DP13343,8
DP13344,4
DP13345,5
DP13346,19
DP13347,29
DP13348,10
DP13349,75
DP1335,5
DP13350,14
DP13351,2
DP13352,4
DP13353,1
DP13354,8
DP13355,2
DP13356,4
DP13357,2
DP13358,1
DP13359,14
DP1336,5
DP13360,NA
DP13361,1
DP13362,14
DP13363,5
DP13364,2
DP13365,3
DP13366,15
DP13367,22
DP13368,NA
DP13369,1
DP1337,7
DP13370,1
DP13371,1
DP13372,1
DP13373,NA
DP13374,20
DP13375,0
DP13376,2
DP13377,53
DP13378,4
DP13379,2
DP1338,4
DP13380,49
DP13381,0
DP13382,2
DP13383,8
DP13384,3
DP13385,4
DP13386,45
DP13387,9
DP13388,6
DP13389,36
DP1339,7
DP13390,8
DP13391,4
DP13392,NA
DP13393,11
DP13394,5
DP13395,6
DP13396,93
DP13397,NA
DP13398,8
DP13399,1
DP134,5
DP1340,1
DP13400,9
DP13401,40
DP13402,42
DP13403,3
DP13404,10
DP13405,18
DP13406,NA
DP13407,3
DP13408,17
DP13409,11
DP13410,5
DP13411,148
DP13412,NA
DP13413,75
DP13414,2
DP13415,5
DP13416,7
DP13417,2
DP13418,7
DP13419,6
DP1342,2
DP13420,39
DP13421,12
DP13422,0
DP13423,4
DP13424,1
DP13425,72
DP13426,NA
DP13427,1
DP13428,3
DP13429,47
DP1343,NA
DP13430,13
DP13431,16
DP13432,10
DP13433,18
DP13434,1
DP13435,6
DP13436,2
DP13437,10
DP13438,74
DP13439,41
DP1344,476
DP13440,120
DP13441,2
DP13442,3
DP13443,8
DP13444,4
DP13445,4
DP13446,18
DP13447,4
DP13448,4
DP13449,1
DP1345,12
DP13450,8
DP13451,NA
DP13452,23
DP13453,NA
DP13454,NA
DP13455,137
DP13456,4
DP13457,3
DP13458,0
DP13459,11
DP1346,12
DP13460,1
DP13461,5
DP13462,NA
DP13463,4
DP13464,10
DP13465,2
DP13466,2
DP13467,NA
DP13468,0
DP13469,10
DP1347,6
DP13470,3
DP13471,14
DP13472,3
DP13473,19
DP13474,146
DP13475,17
DP13476,32
DP13477,120
DP13478,42
DP13479,4
DP1348,NA
DP13480,15
DP13481,2
DP13482,12
DP13483,1
DP13484,10
DP13485,1
DP13486,11
DP13487,7
DP13488,0
DP13489,43
DP13490,55
DP13491,4
DP13492,3
DP13493,20
DP13494,2
DP13495,33
DP13496,23
DP13497,24
DP13498,13
DP13499,13
DP135,46
DP1350,434
DP13500,143
DP13501,0
DP13502,2
DP13504,28
DP13505,40
DP13506,11
DP13507,10
DP13508,1
DP13509,19
DP1351,7
DP13510,8
DP13511,0
DP13512,5
DP13513,13
DP13514,38
DP13515,5
DP13516,3
DP13517,16
DP13518,13
DP13519,2
DP13520,NA
DP13521,2
DP13522,1
DP13523,32
DP13524,3
DP13525,17
DP13526,4
DP13527,1
DP13528,NA
DP13529,59
DP1353,1
DP13530,11
DP13531,2
DP13532,5
DP13533,9
DP13534,3
DP13535,3
DP13536,4
DP13537,0
DP13538,10
DP13539,2
DP13540,2
DP13541,7
DP13542,1
DP13543,1
DP13544,2
DP13545,38
DP13546,6
DP13547,6
DP13548,8
DP13549,9
DP13550,1
DP13551,17
DP13552,NA
DP13553,24
DP13554,10
DP13555,5
DP13556,5
DP13557,31
DP13558,57
DP13559,14
DP1356,7
DP13560,2
DP13561,2
DP13562,12
DP13563,2
DP13564,65
DP13565,90
DP13566,4
DP13567,25
DP13568,2
DP13569,20
DP1357,22
DP13570,1
DP13571,8
DP13572,1
DP13573,0
DP13574,5
DP13575,1
DP13576,14
DP13577,11
DP13578,17
DP13579,11
DP1358,54
DP13580,3
DP13581,3
DP13582,6
DP13583,13
DP13584,11
DP13585,4
DP13586,25
DP13587,2
DP13588,3
DP13589,2
DP1359,14
DP13590,2
DP13591,0
DP13592,7
DP13593,3
DP13594,1
DP13595,6
DP13596,3
DP13597,13
DP13598,29
DP13599,6
DP136,5
DP1360,0
DP13600,9
DP13601,14
DP13602,NA
DP13603,12
DP13604,1
DP13605,40
DP13606,11
DP13607,10
DP13608,35
DP13609,1
DP1361,3
DP13610,0
DP13611,29
DP13612,36
DP13613,0
DP13614,1
DP13615,13
DP13616,4
DP13617,8
DP13618,3
DP13619,3
DP1362,NA
DP13620,11
DP13621,7
DP13622,41
DP13623,0
DP13624,5
DP13625,7
DP13626,8
DP13627,5
DP13628,3
DP13629,7
DP1363,3
DP13630,NA
DP13631,0
DP13632,1
DP13633,1
DP13634,3
DP13635,24
DP13636,14
DP13637,12
DP13638,4
DP13639,NA
DP1364,82
DP13640,3
DP13641,1
DP13642,9
DP13643,3
DP13644,0
DP13645,3
DP13646,13
DP13647,6
DP13648,22
DP13649,26
DP1365,50
DP13650,1
DP13651,2
DP13652,1
DP13653,24
DP13654,2
DP13655,7
DP13656,6
DP13657,41
DP13658,NA
DP13659,7
DP1366,8
DP13660,30
DP13661,4
DP13662,NA
DP13663,7
DP13664,3
DP13665,2
DP13666,10
DP13667,NA
DP13668,38
DP13669,45
DP1367,4
DP13670,2
DP13671,6
DP13672,18
DP13673,NA
DP13674,3
DP13675,NA
DP13676,3
DP13677,2
DP13678,22
DP13679,2
DP1368,22
DP13680,8
DP13681,NA
DP13682,1
DP13683,8
DP13684,2
DP13685,22
DP13686,2
DP13687,2
DP13688,47
DP13689,2
DP1369,14
DP13690,32
DP13691,2
DP13692,40
DP13693,3
DP13694,2
DP13695,12
DP13696,10
DP13697,2
DP13698,NA
DP13699,10
DP137,1
DP1370,1
DP13700,7
DP13701,NA
DP13702,2
DP13703,25
DP13704,21
DP13705,12
DP13706,2
DP13707,4
DP13708,8
DP13709,1
DP1371,491
DP13710,8
DP13711,15
DP13712,18
DP13713,9
DP13714,32
DP13715,14
DP13716,5
DP13717,2
DP13718,3
DP13719,9
DP1372,7
DP13720,5
DP13721,2
DP13722,5
DP13723,2
DP13724,26
DP13725,20
DP13726,19
DP13727,NA
DP13728,12
DP13729,2
DP1373,NA
DP13730,27
DP13731,12
DP13732,2
DP13733,20
DP13734,5
DP13735,13
DP13736,11
DP13737,6
DP13738,1
DP13739,4
DP1374,23
DP13740,2
DP13741,4
DP13742,0
DP13743,10
DP13744,2
DP13745,2
DP13746,13
DP13747,14
DP13748,2
DP13749,20
DP13750,3
DP13751,16
DP13752,8
DP13753,0
DP13754,39
DP13755,3
DP13756,8
DP13757,5
DP13758,18
DP13759,332
DP1376,8
DP13760,15
DP13761,7
DP13762,21
DP13763,8
DP13764,0
DP13765,9
DP13766,12
DP13767,14
DP13768,37
DP13769,28
DP1377,43
DP13770,8
DP13771,9
DP13772,15
DP13773,10
DP13774,5
DP13775,30
DP13776,1
DP13777,1
DP13778,160
DP13779,5
DP1378,39
DP13780,32
DP13781,5
DP13782,2
DP13783,111
DP13784,NA
DP13785,10
DP13786,10
DP13787,6
DP13788,11
DP13789,39
DP1379,2
DP13790,36
DP13791,1
DP13792,1
DP13793,10
DP13794,9
DP13795,1
DP13796,9
DP13797,39
DP13798,13
DP13799,2
DP138,1
DP1380,43
DP13800,3
DP13801,NA
DP13802,52
DP13803,10
DP13804,2
DP13805,19
DP13806,4
DP13807,11
DP13808,15
DP13809,0
DP1381,2
DP13810,35
DP13811,15
DP13812,NA
DP13813,12
DP13814,NA
DP13815,5
DP13816,3
DP13817,0
DP13818,2
DP13819,6
DP1382,7
DP13820,5
DP13821,2
DP13822,4
DP13823,13
DP13824,3
DP13825,15
DP13826,4
DP13827,11
DP13828,3
DP13829,17
DP13830,2
DP13831,1
DP13832,11
DP13833,1
DP13834,3
DP13835,NA
DP13836,NA
DP13837,4
DP13838,8
DP13839,8
DP13840,7
DP13841,1
DP13842,NA
DP13843,1
DP13844,1
DP13845,5
DP13846,171
DP13847,13
DP13848,2
DP13849,11
DP13850,22
DP13851,12
DP13852,NA
DP13853,17
DP13854,0
DP13855,2
DP13856,30
DP13857,4
DP13858,1
DP13859,5
DP1386,23
DP13860,9
DP13861,7
DP13862,1
DP13863,2
DP13864,7
DP13865,6
DP13866,16
DP13867,12
DP13868,0
DP13869,31
DP1387,14
DP13870,5
DP13871,3
DP13872,2
DP13873,0
DP13874,0
DP13875,0
DP13876,10
DP13877,9
DP13878,0
DP13879,0
DP1388,88
DP13880,13
DP13881,1
DP13882,13
DP13883,7
DP13884,3
DP13885,5
DP13886,15
DP13887,9
DP13888,0
DP13889,6
DP1389,6
DP13890,31
DP13891,2
DP13892,56
DP13893,3
DP13894,NA
DP13895,4
DP13896,13
DP13897,9
DP13898,2
DP13899,14
DP139,1
DP1390,1
DP13900,14
DP13901,NA
DP13902,18
DP13903,6
DP13904,6
DP13905,7
DP13906,6
DP13907,6
DP13908,3
DP13909,8
DP1391,0
DP13910,NA
DP13911,3
DP13912,5
DP13913,NA
DP13914,38
DP13915,5
DP13916,61
DP13917,1
DP13918,4
DP13919,0
DP1392,49
DP13920,2
DP13921,4
DP13922,2
DP13923,8
DP13924,14
DP13925,2
DP13926,7
DP13927,1
DP13928,2
DP13929,8
DP13930,1
DP13931,37
DP13932,5
DP13933,1
DP13934,5
DP13935,15
DP13936,1
DP13937,5
DP13938,3
DP13939,52
DP1394,NA
DP13940,0
DP13941,2
DP13942,15
DP13943,23
DP13944,0
DP13945,1
DP13946,1
DP13947,12
DP13948,7
DP13949,7
DP13950,17
DP13951,2
DP13952,37
DP13953,9
DP13954,1
DP13955,1
DP13956,1
DP13957,3
DP13958,4
DP13959,0
DP1396,3
DP13960,1
DP13961,3
DP13962,9
DP13963,5
DP13964,10
DP13965,1
DP13966,4
DP13967,5
DP13968,3
DP13969,6
DP1397,34
DP13970,4
DP13971,9
DP13972,5
DP13973,22
DP13974,1
DP13975,2
DP13976,21
DP13977,48
DP13978,8
DP13979,1
DP1398,2
DP13980,30
DP13981,11
DP13982,0
DP13983,7
DP13984,1
DP13985,2
DP13986,2
DP13987,1
DP13988,8
DP13989,0
DP1399,NA
DP13990,2
DP13991,2
DP13992,26
DP13993,14
DP13994,10
DP13995,3
DP13996,4
DP13997,31
DP13998,3
DP13999,3
DP14000,10
DP14001,45
DP14002,26
DP14003,2
DP14004,9
DP14005,1
DP14006,4
DP14007,1
DP14008,0
DP14009,NA
DP1401,5
DP14010,64
DP14011,NA
DP14012,39
DP14013,2
DP14014,39
DP14015,5
DP14016,17
DP14017,13
DP14018,0
DP14019,1
DP1402,6
DP14020,2
DP14021,51
DP14022,28
DP14023,1
DP14024,18
DP14025,1
DP14026,3
DP14027,5
DP14028,5
DP14029,3
DP1403,228
DP14030,6
DP14031,1
DP14032,NA
DP14033,18
DP14034,13
DP14035,4
DP14036,5
DP14037,15
DP14038,2
DP14039,48
DP1404,2
DP14040,11
DP14041,0
DP14042,NA
DP14043,17
DP14044,1
DP14045,8
DP14046,1
DP14047,10
DP14048,2
DP14049,3
DP1405,NA
DP14050,84
DP14051,0
DP14052,4
DP14053,32
DP14054,31
DP14055,3
DP14056,6
DP14057,4
DP14058,NA
DP14059,6
DP1406,3
DP14060,4
DP14061,2
DP14062,1
DP14063,NA
DP14064,15
DP14065,5
DP14066,1
DP14067,0
DP14068,4
DP14069,15
DP14070,NA
DP14071,1
DP14072,6
DP14073,16
DP14074,4
DP14075,NA
DP14076,1
DP14077,10
DP14078,3
DP14079,NA
DP1408,3
DP14080,0
DP14081,NA
DP14082,3
DP14083,0
DP14084,0
DP14085,5
DP14086,1
DP14087,3
DP14088,0
DP14089,12
DP1409,7
DP14090,NA
DP14091,10
DP14092,3
DP14093,1
DP14094,107
DP14095,12
DP14096,0
DP14097,1
DP14098,3
DP14099,0
DP141,3
DP1410,15
DP14100,NA
DP14101,NA
DP14102,24
DP14103,3
DP14104,0
DP14105,2
DP14106,4
DP14107,NA
DP14108,15
DP14109,2
DP1411,2
DP14110,3
DP14111,4
DP14112,6
DP14113,1
DP14114,17
DP14115,5
DP14116,NA
DP14117,0
DP14118,7
DP14119,NA
DP14120,3
DP14121,2
DP14122,NA
DP14123,NA
DP14124,24
DP14125,0
DP14126,3
DP14127,NA
DP14128,2
DP14129,14
DP1413,42
DP14130,0
DP14131,6
DP14132,3
DP14133,1
DP14134,0
DP14135,7
DP14136,11
DP14137,1
DP14138,3
DP14139,18
DP1414,NA
DP14140,3
DP14141,5
DP14142,3
DP14143,55
DP14144,0
DP14145,50
DP14146,1
DP14147,56
DP14148,3
DP14149,1
DP14150,2
DP14151,8
DP14152,0
DP14153,2
DP14154,8
DP14155,4
DP14156,1
DP14157,4
DP14158,8
DP14159,3
DP1416,0
DP14160,2
DP14161,17
DP14162,9
DP14163,8
DP14164,4
DP14165,32
DP14166,6
DP14167,1
DP14168,NA
DP14169,3
DP1417,13
DP14170,3
DP14171,6
DP14172,0
DP14173,8
DP14174,5
DP14175,4
DP14176,13
DP14177,16
DP14178,1
DP14179,14
DP1418,7
DP14180,1
DP14181,4
DP14182,3
DP14183,1
DP14184,2
DP14185,4
DP14186,45
DP14187,5
DP14188,7
DP14189,1
DP1419,7
DP14190,NA
DP14191,5
DP14192,1
DP14193,12
DP14194,NA
DP14195,54
DP14196,24
DP14197,24
DP14198,1
DP14199,6
DP142,6
DP1420,56
DP14200,19
DP14201,NA
DP14202,1
DP14203,2
DP14204,3
DP14205,18
DP14206,1
DP14207,4
DP14208,2
DP14209,2
DP1421,6
DP14210,2
DP14211,54
DP14212,3
DP14213,NA
DP14214,4
DP14215,26
DP14216,4
DP14217,9
DP14218,5
DP14219,36
DP14220,3
DP14221,104
DP14222,4
DP14223,25
DP14224,NA
DP14225,42
DP14226,16
DP14227,8
DP14228,2
DP14229,1
DP1423,7
DP14230,1
DP14231,41
DP14232,6
DP14233,4
DP14234,5
DP14235,5
DP14236,2
DP14237,34
DP14238,6
DP14239,46
DP1424,1
DP14240,29
DP14241,3
DP14242,5
DP14243,1
DP14244,3
DP14245,18
DP14246,14
DP14247,13
DP14248,0
DP14249,31
DP1425,9
DP14250,2
DP14251,1
DP14252,3
DP14253,5
DP14254,8
DP14255,NA
DP14256,5
DP14257,1
DP14258,12
DP14259,39
DP1426,17
DP14260,7
DP14261,3
DP14262,8
DP14263,1
DP14264,NA
DP14265,7
DP14266,133
DP14267,5
DP14268,9
DP14269,5
DP1427,6
DP14270,14
DP14271,35
DP14272,1
DP14273,0
DP14274,4
DP14275,3
DP14276,0
DP14277,NA
DP14278,NA
DP14279,88
DP1428,6
DP14280,12
DP14281,2
DP14282,19
DP14283,0
DP14284,1
DP14285,21
DP14286,6
DP14287,4
DP14288,13
DP14289,9
DP1429,1
DP14290,NA
DP14291,14
DP14292,2
DP14293,24
DP14294,18
DP14295,23
DP14296,164
DP14297,1
DP14298,7
DP14299,20
DP143,2
DP1430,17
DP14300,6
DP14301,34
DP14302,0
DP14303,15
DP14304,33
DP14305,NA
DP14306,2
DP14307,1
DP14308,0
DP14309,56
DP1431,NA
DP14310,NA
DP14311,12
DP14312,2
DP14313,1
DP14314,6
DP14315,20
DP14316,NA
DP14317,194
DP14318,2
DP14319,2
DP14320,6
DP14321,1
DP14322,29
DP14323,7
DP14324,5
DP14325,27
DP14326,19
DP14327,12
DP14328,0
DP14329,4
DP1433,13
DP14330,0
DP14331,NA
DP14332,4
DP14333,1
DP14334,3
DP14335,8
DP14336,4
DP14337,50
DP14338,69
DP14339,1
DP1434,57
DP14340,3
DP14341,1
DP14342,1
DP14343,6
DP14344,16
DP14345,15
DP14346,8
DP14347,26
DP14348,42
DP14349,8
DP1435,64
DP14350,16
DP14351,31
DP14352,19
DP14353,9
DP14354,22
DP14355,102
DP14356,9
DP14357,4
DP14358,19
DP14359,3
DP14360,21
DP14361,13
DP14362,16
DP14363,5
DP14364,20
DP14365,3
DP14366,3
DP14367,NA
DP14368,23
DP14369,1
DP14370,1
DP14371,17
DP14372,13
DP14373,1
DP14374,NA
DP14375,5
DP14376,1
DP14377,3
DP14378,20
DP14379,7
DP1438,4
DP14380,5
DP14381,13
DP14382,6
DP14383,8
DP14384,6
DP14385,3
DP14386,17
DP14387,9
DP14388,18
DP14389,3
DP14390,36
DP14391,1
DP14392,11
DP14393,1
DP14394,1
DP14395,1
DP14396,11
DP14397,74
DP14398,29
DP14399,20
DP144,2
DP1440,6
DP14400,32
DP14401,9
DP14402,4
DP14403,2
DP14404,10
DP14405,NA
DP14406,12
DP14407,2
DP14408,1
DP14409,14
DP1441,4
DP14410,9
DP14411,NA
DP14412,2
DP14413,1
DP14414,14
DP14415,3
DP14416,35
DP14417,NA
DP14418,10
DP14419,2
DP1442,20
DP14420,NA
DP14421,11
DP14422,7
DP14423,14
DP14424,15
DP14425,4
DP14426,27
DP14427,2
DP14428,19
DP14429,27
DP14430,1
DP14431,NA
DP14432,9
DP14433,88
DP14434,1
DP14435,18
DP14436,2
DP14437,2
DP14438,16
DP14439,5
DP14440,2
DP14441,15
DP14442,4
DP14443,76
DP14444,0
DP14445,1
DP14446,32
DP14447,1
DP14448,NA
DP14449,NA
DP1445,1
DP14450,3
DP14451,12
DP14452,1
DP14453,1
DP14454,1
DP14455,14
DP14456,22
DP14457,11
DP14458,2
DP14459,18
DP1446,8
DP14460,28
DP14461,1
DP14462,1
DP14463,5
DP14464,0
DP14465,21
DP14466,23
DP14467,11
DP14468,3
DP14469,8
DP1447,8
DP14470,68
DP14471,0
DP14472,5
DP14473,20
DP14474,5
DP14475,12
DP14476,1
DP14477,13
DP14478,NA
DP14479,19
DP1448,6
DP14480,1
DP14481,23
DP14482,64
DP14483,3
DP14484,14
DP14485,24
DP14486,NA
DP14487,26
DP14488,1
DP14489,3
DP1449,6
DP14490,10
DP14491,6
DP14492,4
DP14493,8
DP14494,9
DP14495,4
DP14496,2
DP14497,4
DP14498,21
DP14499,3
DP145,50
DP1450,577
DP14500,1
DP14501,1
DP14502,1846
DP14503,1
DP14504,1
DP14505,4
DP14506,0
DP14507,12
DP14508,30
DP14509,15
DP1451,22
DP14510,9
DP14512,NA
DP14513,1
DP14515,2
DP14516,NA
DP14517,19
DP14518,28
DP14519,44
DP1452,3
DP14520,688
DP14521,5
DP14522,9
DP14523,18
DP14524,7
DP14525,1
DP14526,16
DP14527,14
DP14528,2
DP14529,162
DP1453,859
DP14530,1
DP14531,15
DP14532,1
DP14533,29
DP14534,19
DP14535,3
DP14536,3
DP14537,3
DP14538,14
DP14539,3
DP1454,58
DP14540,NA
DP14541,3
DP14542,NA
DP14543,219
DP14544,15
DP14545,20
DP14546,1
DP14547,NA
DP14548,1
DP14549,1
DP1455,4
DP14550,14
DP14551,1
DP14552,NA
DP14553,5
DP14554,10
DP14555,3
DP14556,8
DP14557,4
DP14558,NA
DP14559,18
DP1456,8
DP14560,20
DP14561,12
DP14562,16
DP14563,1
DP14564,7
DP14565,NA
DP14566,4
DP14567,18
DP14568,55
DP14569,182
DP1457,11
DP14570,1
DP14571,7
DP14572,3
DP14573,192
DP14574,NA
DP14575,NA
DP14576,6
DP14577,8
DP14578,NA
DP14579,1
DP14580,79
DP14581,28
DP14582,4
DP14583,13
DP14584,1031
DP14585,3
DP14586,3
DP14587,1
DP14588,2
DP14589,NA
DP1459,28
DP14590,2
DP14591,1
DP14592,1
DP14593,55
DP14594,12
DP14595,1
DP14596,115
DP14597,10
DP14598,3
DP14599,3
DP146,5
DP1460,62
DP14600,82
DP14601,8
DP14602,7
DP14603,2
DP14604,1
DP14605,8
DP14606,235
DP14607,141
DP14608,NA
DP14609,11
DP1461,8
DP14610,NA
DP14611,87
DP14612,46
DP14613,150
DP14614,41
DP14615,5
DP14616,6
DP14617,3
DP14618,116
DP14619,NA
DP14620,11
DP14621,4
DP14622,67
DP14623,9
DP14624,19
DP14625,6
DP14626,2
DP14627,9
DP14628,6
DP14629,96
DP1463,25
DP14630,9
DP14631,32
DP14632,5
DP14633,15
DP14634,0
DP14635,2
DP14636,2
DP14637,63
DP14638,2
DP14639,13
DP1464,126
DP14640,1
DP14641,0
DP14642,105
DP14643,2
DP14644,16
DP14645,24
DP14646,64
DP14647,NA
DP14648,4
DP14649,NA
DP1465,16
DP14650,1
DP14651,2
DP14652,3
DP14653,1
DP14654,0
DP14655,3
DP14656,2
DP14657,0
DP14658,477
DP14659,5
DP1466,20
DP14660,9
DP14661,31
DP14662,0
DP14663,NA
DP14664,106
DP14665,744
DP14666,21
DP14667,27
DP14668,26
DP14669,1
DP1467,28
DP14670,248
DP14671,20
DP14672,2
DP14673,30
DP14674,31
DP14675,27
DP14676,3
DP14677,49
DP14678,1
DP14679,46
DP1468,5
DP14680,23
DP14681,6
DP14682,8
DP14683,5
DP14684,7
DP14685,27
DP14686,4
DP14687,3
DP14688,40
DP14689,19
DP1469,18
DP14690,9
DP14691,17
DP14692,27
DP14693,8
DP14694,9
DP14695,109
DP14696,1
DP14697,13
DP14698,NA
DP14699,2
DP147,1
DP1470,0
DP14700,3
DP14701,16
DP14702,2
DP14703,3
DP14704,3
DP14705,5
DP14706,1
DP14707,82
DP14708,10
DP14709,1
DP1471,0
DP14710,11
DP14711,114
DP14712,0
DP14713,1
DP14714,56
DP14715,9
DP14716,76
DP14717,1
DP14718,1
DP14719,15
DP14720,36
DP14721,NA
DP14722,1
DP14723,13
DP14724,14
DP14725,0
DP14726,3
DP14727,22
DP14728,8
DP14729,1
DP1473,127
DP14730,3
DP14731,35
DP14732,0
DP14733,49
DP14734,7
DP14735,NA
DP14736,6
DP14737,16
DP14738,5
DP14739,3
DP1474,17
DP14740,1
DP14741,47
DP14742,87
DP14743,116
DP14744,29
DP14745,2
DP14746,0
DP14747,4
DP14748,17
DP14749,3
DP1475,10
DP14750,15
DP14751,12
DP14752,6
DP14753,12
DP14754,15
DP14755,5
DP14756,NA
DP14757,11
DP14758,34
DP14759,9
